match_id,GoalScorer,OG,TeamScoredStatus,Assist,AssistType,Penalty,Season,TeamScored,TeamConceded,goal_id,is_assisted,goal_type
2015020,Nana Poku,False,Home,Elsayed Hamdi,Pass,False,2015-2016,El Makasa,Smouha,20150202,True,Open Play
2015021,Islam Fouad,False,Away,,Penalty,False,2015-2016,El Mokawloon,Ittihad Alex,20150211,False,Open Play
2015021,Ramzy Khaled,False,Home,Patrick Ngoma,Cross,False,2015-2016,Ittihad Alex,El Mokawloon,20150212,True,Open Play
2015022,Kahraba,False,Home,Omar Gaber,Cross,False,2015-2016,Zamalek,Entag El Harby,20150221,True,Open Play
2015022,Kahraba,False,Home,,Cross,False,2015-2016,Zamalek,Entag El Harby,20150222,False,Open Play
2015022,Mahmoud Fathallah,False,Away,Ahmed Magdy,Penalty,True,2015-2016,Entag El Harby,Zamalek,20150223,True,Penalty
2015023,Alaa Ali,False,Home,Ahmed Shedid Kenawi,Cross,False,2015-2016,Talaea El Gaish,Aswan SC,20150231,True,Open Play
2015023,Mohamed Fawzi,False,Away,,Header,False,2015-2016,Aswan SC,Talaea El Gaish,20150232,False,Open Play
2015024,Mohamed Farouk,False,Away,Mohamed Tarek,Cross,False,2015-2016,Harras Hodoud,El Shorta,20150241,True,Open Play
2015024,Salah Rico,False,Home,,Cross,True,2015-2016,El Shorta,Harras Hodoud,20150242,False,Penalty
2015025,Emad Meteb,False,Away,Sabri Rahil,Cross,False,2015-2016,Ahly SC,Petrojet,20150251,True,Open Play
2015026,Cyrille Bayala,False,Away,Onosh,Cross,False,2015-2016,El Dakhlia,Ismaily,20150261,True,Open Play
2015027,Hamada El Ghanam,False,Home,,Header,False,2015-2016,El Mokawloon,Zamalek,20150271,False,Open Play
2015027,Ahmed Hassan Mekky,False,Away,Mostafa Fathi,Pass,False,2015-2016,Zamalek,El Mokawloon,20150272,True,Open Play
2015027,Ahmed Dowidar,False,Away,,Free kick,True,2015-2016,Zamalek,El Mokawloon,20150273,False,Penalty
2015028,Hany El Egeizy,False,Home,Ayman Ashraf,Cross,False,2015-2016,Smouha,Enppi SC,20150281,True,Open Play
2015028,Salah Soliman,False,Away,,Free kick,False,2015-2016,Enppi SC,Smouha,20150282,False,Open Play
2015029,Ahmed Samy,False,Away,,Cross,False,2015-2016,El Makasa,Ahly SC,20150291,False,Open Play
2015030,Cyrille Bayala,False,Home,,Header,False,2015-2016,El Dakhlia,Ittihad Alex,20150301,False,Open Play
2015030,Abdelaziz Mousa,False,Home,Hossam Hassan,Penalty,True,2015-2016,El Dakhlia,Ittihad Alex,20150302,True,Penalty
2015031,Ahmed Yasser,False,Home,Ahmed Kaboria,Cross,False,2015-2016,El Masry,El Shorta,20150311,True,Open Play
2015032,Marwan Mohsen,False,Away,Hosny Abd Rabo,Penalty,True,2015-2016,Ismaily,Harras Hodoud,20150321,True,Penalty
2015032,Saad Hosny,False,Away,Shikabala,Cross,False,2015-2016,Ismaily,Harras Hodoud,20150322,True,Open Play
2015032,Emad Hamdi,False,Away,Marwan Mohsen,Header,False,2015-2016,Ismaily,Harras Hodoud,20150323,True,Open Play
2015032,Shikabala,False,Away,Torric Jebrin,Pass,False,2015-2016,Ismaily,Harras Hodoud,20150324,True,Open Play
2015033,Karim Nedved,False,Home,,Pass,False,2015-2016,Wadi Degla,Petrojet,20150331,False,Open Play
2015033,Stanley Ohawuchi,False,Home,Mostafa Talaat,Cross,False,2015-2016,Wadi Degla,Petrojet,20150332,True,Open Play
2015033,Dodo Elgabas,False,Home,,Penalty,False,2015-2016,Wadi Degla,Petrojet,20150333,False,Open Play
2015035,Alaa Ali,False,Away,Arafa El Sayed,Pass,False,2015-2016,Talaea El Gaish,Entag El Harby,20150351,True,Open Play
2015035,Salah Amin,False,Home,,Free kick,False,2015-2016,Entag El Harby,Talaea El Gaish,20150352,False,Open Play
2015035,Salah Amin,False,Home,Ahmed Magdy,Cross,False,2015-2016,Entag El Harby,Talaea El Gaish,20150353,True,Open Play
2015036,Stanley Ohawuchi,False,Away,Mostafa Talaat,Free kick,False,2015-2016,Wadi Degla,El Makasa,20150361,True,Open Play
2015036,Elsayed Hamdi,False,Home,Nana Poku,Cross,False,2015-2016,El Makasa,Wadi Degla,20150362,True,Open Play
2015037,Hosny Abd Rabo,False,Away,Shikabala,Cross,False,2015-2016,Ismaily,Ittihad Alex,20150371,True,Open Play
2015037,Marwan Mohsen,False,Away,Shawky El Said,Cross,False,2015-2016,Ismaily,Ittihad Alex,20150372,True,Open Play
2015037,Emmanuel Banahene,False,Away,Marwan Mohsen,Pass,False,2015-2016,Ismaily,Ittihad Alex,20150373,True,Open Play
2015037,Shikabala,False,Away,Marwan Mohsen,Pass,False,2015-2016,Ismaily,Ittihad Alex,20150374,True,Open Play
2015037,Afroto,False,Away,Hosny Abd Rabo,Pass,False,2015-2016,Ismaily,Ittihad Alex,20150375,True,Open Play
2015038,Mohamed Ashraf Roqa,False,Home,,Free kick,False,2015-2016,Talaea El Gaish,El Mokawloon,20150381,False,Open Play
2015038,Ramy Adel,False,Away,Hamada El Ghanam,Penalty,True,2015-2016,El Mokawloon,Talaea El Gaish,20150382,True,Penalty
2015038,Hassan Youssef,False,Home,,Pass,False,2015-2016,Talaea El Gaish,El Mokawloon,20150383,False,Open Play
2015039,Kareem Tarek,False,Home,,Penalty,False,2015-2016,Petrojet,Aswan SC,20150391,False,Open Play
2015039,Shokry Naguib,False,Away,,Header,False,2015-2016,Aswan SC,Petrojet,20150392,False,Open Play
2015040,Mahmoud Rizk,False,Away,Ali Fathi,Free kick,False,2015-2016,Entag El Harby,El Mahalla,20150401,True,Open Play
2015041,Islam Roshdi,False,Away,,Pass,False,2015-2016,Harras Hodoud,El Masry,20150411,False,Open Play
2015041,Mohamed Farouk,False,Away,Hamada Yehia,Cross,False,2015-2016,Harras Hodoud,El Masry,20150412,True,Open Play
2015041,Mohamed Magdy,False,Home,Elsayed Abdelaal,Free kick,False,2015-2016,El Masry,Harras Hodoud,20150413,True,Open Play
2015041,Ahmed Raouf,False,Home,Ahmed Kaboria,Pass,False,2015-2016,El Masry,Harras Hodoud,20150414,True,Open Play
2015041,Tarek El Agamy,False,Home,Ahmed El Agouz,Pass,False,2015-2016,El Masry,Harras Hodoud,20150415,True,Open Play
2015042,Hossam Paulo,False,Away,Ahmed Temsah,Penalty,True,2015-2016,Smouha,El Shorta,20150421,True,Penalty
2015042,Hossam Paulo,False,Away,Ahmed Temsah,Corner,False,2015-2016,Smouha,El Shorta,20150422,True,Open Play
2015043,Ayman Hefny,False,Home,Basem Morsy,Pass,False,2015-2016,Zamalek,El Dakhlia,20150431,True,Open Play
2015043,Mohamed Salem,False,Home,,Header,False,2015-2016,Zamalek,El Dakhlia,20150432,False,Open Play
2015044,Amr Gamal,False,Away,Sabri Rahil,Cross,False,2015-2016,Ahly SC,Enppi SC,20150441,True,Open Play
2015044,Momen Zakaria,False,Away,Sabri Rahil,Cross,False,2015-2016,Ahly SC,Enppi SC,20150442,True,Open Play
2015046,Youssef Obama,False,Away,Platini,Free kick,False,2015-2016,Ittihad Alex,Harras Hodoud,20150461,True,Open Play
2015048,Ehab El Masry,False,Home,,Free kick,False,2015-2016,Aswan SC,El Makasa,20150481,False,Open Play
2015048,Nana Poku,False,Away,,Pass,False,2015-2016,El Makasa,Aswan SC,20150482,False,Open Play
2015048,Hany Said,False,Away,Hamada El Sayed,Handball,True,2015-2016,El Makasa,Aswan SC,20150483,True,Penalty
2015048,Ehab El Masry,False,Home,,Penalty,True,2015-2016,Aswan SC,El Makasa,20150484,False,Penalty
2015048,Bousha,False,Away,Elsayed Hamdi,Cross,False,2015-2016,El Makasa,Aswan SC,20150485,True,Open Play
2015049,Ahmed Raouf,False,Away,Ahmed Kaboria,Cross,False,2015-2016,El Masry,Smouha,20150491,True,Open Play
2015049,Khaled Kamar,False,Home,Hossam Paulo,Penalty,True,2015-2016,Smouha,El Masry,20150492,True,Penalty
2015051,Malick Evouna,False,Home,Walid Soliman,Cross,False,2015-2016,Ahly SC,El Shorta,20150511,True,Open Play
2015051,Hossam Galal,False,Away,Khaled El Ghandour,Corner,False,2015-2016,El Shorta,Ahly SC,20150512,True,Open Play
2015051,Rami Rabia,False,Home,Saleh Gomaa,Corner,False,2015-2016,Ahly SC,El Shorta,20150513,True,Open Play
2015051,Mahmoud Ibrahim,False,Away,Salah Rico,Header,False,2015-2016,El Shorta,Ahly SC,20150514,True,Open Play
2015051,Saleh Gomaa,False,Home,,Penalty,False,2015-2016,Ahly SC,El Shorta,20150515,False,Open Play
2015051,Ramadan Sobhi,False,Home,Saleh Gomaa,Pass,False,2015-2016,Ahly SC,El Shorta,20150516,True,Open Play
2015051,Malick Evouna,False,Home,Saleh Gomaa,Cross,False,2015-2016,Ahly SC,El Shorta,20150517,True,Open Play
2015051,Rami Rabia,False,Home,Saleh Gomaa,Cross,False,2015-2016,Ahly SC,El Shorta,20150518,True,Open Play
2015051,Salah Rico,False,Away,Mohamed Bassiouny,Penalty,True,2015-2016,El Shorta,Ahly SC,20150519,True,Penalty
2015051,Emad Meteb,False,Home,Saleh Gomaa,Cross,False,2015-2016,Ahly SC,El Shorta,201505110,True,Open Play
2015052,Islam Gamal,False,Home,Ahmed Samir Farag,Free kick,False,2015-2016,Ismaily,Zamalek,20150521,True,Open Play
2015053,Mahmoud Kaoud,False,Away,Mahmoud Toba,Pass,False,2015-2016,Enppi SC,Wadi Degla,20150531,True,Open Play
2015053,Mahmoud Kaoud,False,Away,Ahmed Abdelzaher,Pass,False,2015-2016,Enppi SC,Wadi Degla,20150532,True,Open Play
2015053,Elsayed Salem,False,Home,,Pass,False,2015-2016,Wadi Degla,Enppi SC,20150533,False,Open Play
2015053,Ahmed Abdelzaher,False,Away,Salah Ashour,Free kick,False,2015-2016,Enppi SC,Wadi Degla,20150534,True,Open Play
2015053,Ragab Nabil,False,Home,Florent Malouda,Corner,False,2015-2016,Wadi Degla,Enppi SC,20150535,True,Open Play
2015054,Amr Marei,False,Away,Mohamed Gamal Treka,Pass,False,2015-2016,El Dakhlia,El Mahalla,20150541,True,Open Play
2015054,Osama Ragab,False,Home,Gehad Genadi,Handball,True,2015-2016,El Mahalla,El Dakhlia,20150542,True,Penalty
2015055,Mohamed Samir,False,Away,,Cross,True,2015-2016,El Mokawloon,Petrojet,20150551,False,Penalty
2015055,Taher Mohamed,False,Away,,Cross,False,2015-2016,El Mokawloon,Petrojet,20150552,False,Open Play
2015056,Mahmoud Fathallah,False,Away,Gedo,Penalty,True,2015-2016,Entag El Harby,El Makasa,20150561,True,Penalty
2015056,Mahmoud Wahid,False,Home,,Free kick,False,2015-2016,El Makasa,Entag El Harby,20150562,False,Open Play
2015056,Amr Barakat,False,Home,Mido Gaber,Pass,False,2015-2016,El Makasa,Entag El Harby,20150563,True,Open Play
2015057,Wael Faraag,False,Home,Mario Martínez,Cross,False,2015-2016,Enppi SC,Aswan SC,20150571,True,Open Play
2015057,Mohamed Rizk,False,Away,Mohamed El Fayoumi,Pass,False,2015-2016,Aswan SC,Enppi SC,20150572,True,Open Play
2015057,Salah Ashour,False,Home,Ahmed Sherwyda,Pass,False,2015-2016,Enppi SC,Aswan SC,20150573,True,Open Play
2015057,Ramy Sabry,False,Home,Ahmed Sherwyda,Penalty,True,2015-2016,Enppi SC,Aswan SC,20150574,True,Penalty
2015057,Ehab El Masry,False,Away,Mohamed Fawzi,Header,False,2015-2016,Aswan SC,Enppi SC,20150575,True,Open Play
2015058,Ali Elfil,False,Away,Islam Sayed,Cross,False,2015-2016,Harras Hodoud,Smouha,20150581,True,Open Play
2015058,Hany El Egeizy,False,Home,Hossam Paulo,Pass,False,2015-2016,Smouha,Harras Hodoud,20150582,True,Open Play
2015058,Ouka,True,Away,Mohamed Tarek,Corner,False,2015-2016,Harras Hodoud,Smouha,20150583,True,Own Goal
2015058,Hossam Paulo,False,Home,Omar Saad,Cross,False,2015-2016,Smouha,Harras Hodoud,20150584,True,Open Play
2015060,Marwan Mohsen,False,Away,Saad Hosny,Cross,False,2015-2016,Ismaily,Talaea El Gaish,20150601,True,Open Play
2015060,Mohamed Ashraf Roqa,False,Home,,Pass,False,2015-2016,Talaea El Gaish,Ismaily,20150602,False,Open Play
2015060,Ahmed Samir,False,Away,Marwan Mohsen,Header,False,2015-2016,Ismaily,Talaea El Gaish,20150603,True,Open Play
2015061,Emmanuel Mayuka,False,Home,Ayman Hefny,Pass,False,2015-2016,Zamalek,Ittihad Alex,20150611,True,Open Play
2015061,Ashour El Adham,False,Away,,Header,False,2015-2016,Ittihad Alex,Zamalek,20150612,False,Open Play
2015061,Kahraba,False,Home,Ayman Hefny,Pass,False,2015-2016,Zamalek,Ittihad Alex,20150613,True,Open Play
2015062,Ahmed Yasser,False,Home,Ahmed Kaboria,Cross,False,2015-2016,El Masry,Ahly SC,20150621,True,Open Play
2015062,Momen Zakaria,False,Away,,Header,False,2015-2016,Ahly SC,El Masry,20150622,False,Open Play
2015062,Mohamed Magdy,False,Home,Ahmed Yasser,Penalty,True,2015-2016,El Masry,Ahly SC,20150623,True,Penalty
2015062,Malick Evouna,False,Away,Ramadan Sobhi,Cross,False,2015-2016,Ahly SC,El Masry,20150624,True,Open Play
2015063,Amr Barakat,False,Away,,Free kick,False,2015-2016,El Makasa,El Mokawloon,20150631,False,Open Play
2015063,Sherif Ashraf,False,Home,,Header,False,2015-2016,El Mokawloon,El Makasa,20150632,False,Open Play
2015063,Bousha,False,Away,Mahmoud Dunga,Pass,False,2015-2016,El Makasa,El Mokawloon,20150633,True,Open Play
2015063,Mido Gaber,False,Away,Mahmoud Wahid,Cross,False,2015-2016,El Makasa,El Mokawloon,20150634,True,Open Play
2015063,Nana Poku,False,Away,Amr Barakat,Pass,False,2015-2016,El Makasa,El Mokawloon,20150635,True,Open Play
2015064,Youssef Obama,False,Home,Mohamed Abdelmaguid,Pass,False,2015-2016,Ittihad Alex,Talaea El Gaish,20150641,True,Open Play
2015066,Mohamed El Fayoumi,False,Home,Mohamed Rizk,Penalty,True,2015-2016,Aswan SC,El Shorta,20150661,True,Penalty
2015066,Omar Kamal,True,Home,,Penalty,False,2015-2016,Aswan SC,El Shorta,20150662,False,Own Goal
2015066,Salah Rico,False,Away,Yaya Traoré,Penalty,True,2015-2016,El Shorta,Aswan SC,20150663,True,Penalty
2015067,Emmanuel Banahene,False,Home,Shikabala,Cross,False,2015-2016,Ismaily,El Mahalla,20150671,True,Open Play
2015067,Karim El Dawy,False,Home,Marwan Mohsen,Header,False,2015-2016,Ismaily,El Mahalla,20150672,True,Open Play
2015067,Emmanuel Banahene,False,Home,Torric Jebrin,Pass,False,2015-2016,Ismaily,El Mahalla,20150673,True,Open Play
2015067,Ramadan Rabie,False,Away,Mohamed Yehia,Pass,False,2015-2016,El Mahalla,Ismaily,20150674,True,Open Play
2015068,Minusu Buba,False,Home,Asem Said,Cross,False,2015-2016,El Dakhlia,Petrojet,20150681,True,Open Play
2015069,Omar Gaber,False,Away,Kahraba,Pass,False,2015-2016,Zamalek,Harras Hodoud,20150691,True,Open Play
2015069,Mostafa Fathi,False,Away,Maarouf Yussuf,Pass,False,2015-2016,Zamalek,Harras Hodoud,20150692,True,Open Play
2015070,Ahmed Kaboria,False,Away,Ahmed Ayman Mansour,Cross,False,2015-2016,El Masry,Wadi Degla,20150701,True,Open Play
2015070,Ahmed Gomaa,False,Away,Ahmed Kaboria,Cross,False,2015-2016,El Masry,Wadi Degla,20150702,True,Open Play
2015071,Khaled Kamar,False,Away,Ahmed Temsah,Penalty,True,2015-2016,Smouha,Ahly SC,20150711,True,Penalty
2015071,Islam Mohareb,False,Away,Ahmed Temsah,Pass,False,2015-2016,Smouha,Ahly SC,20150712,True,Open Play
2015071,Islam Mohareb,False,Away,Hossam Paulo,Pass,False,2015-2016,Smouha,Ahly SC,20150713,True,Open Play
2015073,Mahmoud Kaoud,False,Home,Nour El Sayed,Pass,False,2015-2016,Enppi SC,El Mokawloon,20150731,True,Open Play
2015073,Taher Mohamed,False,Away,Ahmed Ali,Pass,False,2015-2016,El Mokawloon,Enppi SC,20150732,True,Open Play
2015073,Ramy Sabry,False,Home,Joël Lamah,Free kick,False,2015-2016,Enppi SC,El Mokawloon,20150733,True,Open Play
2015073,Ahmed Refaat,False,Home,,Free kick,False,2015-2016,Enppi SC,El Mokawloon,20150734,False,Open Play
2015074,Mohamed Shaarawy,False,Away,Hesham Shehata,Cross,False,2015-2016,Ittihad Alex,El Mahalla,20150741,True,Open Play
2015075,Mohamed Gamal Treka,False,Away,Amr Marei,Penalty,True,2015-2016,El Dakhlia,El Makasa,20150751,True,Penalty
2015076,Ahmed Gaafar,False,Home,Hesham Abokhalil,Cross,False,2015-2016,Petrojet,Ismaily,20150761,True,Open Play
2015077,Mohamed Ashraf Roqa,False,Home,Konan Oussou,Penalty,True,2015-2016,Talaea El Gaish,Zamalek,20150771,True,Penalty
2015077,Islam Kamal,False,Home,Abdelaziz Tawfik,Cross,False,2015-2016,Talaea El Gaish,Zamalek,20150772,True,Open Play
2015077,Kahraba,False,Away,Hazem Emam,Cross,False,2015-2016,Zamalek,Talaea El Gaish,20150773,True,Open Play
2015077,Konan Oussou,False,Home,Alaa Ali,Penalty,True,2015-2016,Talaea El Gaish,Zamalek,20150774,True,Penalty
2015077,Mostafa Fathi,False,Away,Kahraba,Throw-in,False,2015-2016,Zamalek,Talaea El Gaish,20150775,True,Open Play
2015078,Said Mourad,False,Home,Ahmed Raouf,Penalty,True,2015-2016,El Masry,Aswan SC,20150781,True,Penalty
2015078,Fouad Salama,False,Away,,Cross,False,2015-2016,Aswan SC,El Masry,20150782,False,Open Play
2015078,Ahmed Gomaa,False,Home,Said Mourad,Cross,False,2015-2016,El Masry,Aswan SC,20150783,True,Open Play
2015078,Ehab El Masry,False,Away,Mohamed El Fayoumi,Cross,False,2015-2016,Aswan SC,El Masry,20150784,True,Open Play
2015078,Mohamed Magdy,False,Home,Elsayed Abdelaal,Free kick,False,2015-2016,El Masry,Aswan SC,20150785,True,Open Play
2015079,Hany El Egeizy,False,Home,,Header,False,2015-2016,Smouha,Wadi Degla,20150791,False,Open Play
2015079,Khaled Kamar,False,Home,Mansou Kouakou,Cross,False,2015-2016,Smouha,Wadi Degla,20150792,True,Open Play
2015080,Malick Evouna,False,Home,Walid Soliman,Header,False,2015-2016,Ahly SC,Harras Hodoud,20150801,True,Open Play
2015080,Malick Evouna,False,Home,Ramadan Sobhi,Cross,False,2015-2016,Ahly SC,Harras Hodoud,20150802,True,Open Play
2015080,Saleh Gomaa,False,Home,,Penalty,False,2015-2016,Ahly SC,Harras Hodoud,20150803,False,Open Play
2015081,Mahmoud Wahid,False,Away,Bousha,Cross,False,2015-2016,El Makasa,Ismaily,20150811,True,Open Play
2015081,Marwan Mohsen,False,Home,Saad Hosny,Throw-in,False,2015-2016,Ismaily,El Makasa,20150812,True,Open Play
2015081,Mido Gaber,False,Away,,Header,False,2015-2016,El Makasa,Ismaily,20150813,False,Open Play
2015081,Amr Barakat,False,Away,Mido Gaber,Pass,False,2015-2016,El Makasa,Ismaily,20150814,True,Open Play
2015081,Mahmoud Wahid,False,Away,Nana Poku,Cross,False,2015-2016,El Makasa,Ismaily,20150815,True,Open Play
2015082,Ahmed Gaafar,False,Away,,Header,True,2015-2016,Petrojet,Ittihad Alex,20150821,False,Penalty
2015082,Sameh Shousha,False,Away,James Owoboskini,Penalty,True,2015-2016,Petrojet,Ittihad Alex,20150822,True,Penalty
2015083,Mostafa Kalosha,True,Home,,Free kick,False,2015-2016,Zamalek,El Mahalla,20150831,False,Own Goal
2015083,Ahmed Hassan Mekky,False,Home,Omar Gaber,Header,False,2015-2016,Zamalek,El Mahalla,20150832,True,Open Play
2015083,Ahmed Hassan Mekky,False,Home,Ayman Hefny,Free kick,False,2015-2016,Zamalek,El Mahalla,20150833,True,Open Play
2015083,Kahraba,False,Home,Ahmed Hamoudi,Header,False,2015-2016,Zamalek,El Mahalla,20150834,True,Open Play
2015083,Mohamed Koffi,False,Home,Maarouf Yussuf,Penalty,False,2015-2016,Zamalek,El Mahalla,20150835,True,Open Play
2015086,Mohamed Gamal Treka,False,Home,,Free kick,False,2015-2016,El Dakhlia,Enppi SC,20150861,False,Open Play
2015086,Salah Ashour,False,Away,Mohamed Nasef,Header,False,2015-2016,Enppi SC,El Dakhlia,20150862,True,Open Play
2015086,Amr Marei,False,Home,Hossam Hassan,Cross,False,2015-2016,El Dakhlia,Enppi SC,20150863,True,Open Play
2015086,Mahmoud Kaoud,False,Away,Mohamed Nasef,Corner,False,2015-2016,Enppi SC,El Dakhlia,20150864,True,Open Play
2015086,Wael Faraag,False,Away,,Cross,False,2015-2016,Enppi SC,El Dakhlia,20150865,False,Open Play
2015086,Onosh,False,Home,Mahmoud Mansour,Cross,False,2015-2016,El Dakhlia,Enppi SC,20150866,True,Open Play
2015086,Ragab Bakar,False,Home,Abdelrahman El Sewisi,Cross,False,2015-2016,El Dakhlia,Enppi SC,20150867,True,Open Play
2015086,Ramy Sabry,False,Away,Mahmoud Kaoud,Pass,False,2015-2016,Enppi SC,El Dakhlia,20150868,True,Open Play
2015088,Ahmed Eid,False,Away,Islam Kamal,Header,False,2015-2016,Talaea El Gaish,Harras Hodoud,20150881,True,Open Play
2015090,Hani Said,False,Away,Karim Munch,Pass,False,2015-2016,Ittihad Alex,El Makasa,20150901,True,Open Play
2015090,Omar Najdi,False,Home,Ahmed Samy,Cross,False,2015-2016,El Makasa,Ittihad Alex,20150902,True,Open Play
2015091,Ahmed Gaafar,False,Home,Ahmed Magdy,Pass,False,2015-2016,Petrojet,Zamalek,20150911,True,Open Play
2015091,Maarouf Yussuf,False,Away,Hamada Tolba,Pass,False,2015-2016,Zamalek,Petrojet,20150912,True,Open Play
2015092,Momen Zakaria,False,Home,Mohamed Hany,Pass,False,2015-2016,Ahly SC,Aswan SC,20150921,True,Open Play
2015092,Shokry Naguib,False,Away,Amir Abed,Pass,False,2015-2016,Aswan SC,Ahly SC,20150922,True,Open Play
2015092,Momen Zakaria,False,Home,Walid Soliman,Cross,False,2015-2016,Ahly SC,Aswan SC,20150923,True,Open Play
2015092,Malick Evouna,False,Home,Momen Zakaria,Pass,False,2015-2016,Ahly SC,Aswan SC,20150924,True,Open Play
2015093,Mahmoud Ibrahim,False,Home,Mohamed Bassiouny,Cross,False,2015-2016,El Shorta,El Dakhlia,20150931,True,Open Play
2015093,Onosh,False,Away,Amr Marei,Pass,False,2015-2016,El Dakhlia,El Shorta,20150932,True,Open Play
2015094,Mohamed Yehia,False,Home,,Penalty,False,2015-2016,El Mahalla,Talaea El Gaish,20150941,False,Open Play
